Track Name,Artist,Artist URI,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity
No Pigeons,Sporty Thievz,spotify:artist:4D1sh6dCcdjdAoI0nvuw7R,17,,206240,1999-06-15,32
U Guessed It,OG Maco,spotify:artist:0nvvVQhPQGkYTJlThLbJeu,35,atl hip hop,146064,2014-09-25,45
Flicka Da Wrist,Chedda Da Connect,spotify:artist:0KF35OGFXQttk0yWReabtG,23,trap,221667,2015-03-03,0
My Love,Route 94,spotify:artist:1dgdvbogmctybPrGEcnYf6,58,"house, uk dance",262000,2014-01-01,0
Gold Skies,Sander van Doorn,spotify:artist:22bukBZvUppuwQwmDz75Gz,46,"dutch house, dutch trance, edm, electro house, pop dance, progressive electro house, progressive house",328213,2014-07-01,45
Palm Of Your Hand - Original Mix,Speed Limits,spotify:artist:4JapLZYJwdeKZis3R7MOBo,15,progressive uplifting trance,394000,2014-12-22,13
Good Times,Styles P,spotify:artist:2x8KDZdSONA3872CnhaAlX,59,"battle rap, dirty south rap, east coast hip hop",211493,2002-01-01,61
Mother Mary,Foxboro Hottubs,spotify:artist:5tI0Vj2FhioY8AKtEqu9d3,28,bay area indie,166293,2008-02-05,42
Better Off Without You,Summer Camp,spotify:artist:687094MtNCTh262Otm1LOD,21,uk alternative pop,187563,2011-10-31,0
The Trip,Still Corners,spotify:artist:4zKYrXs8iN4AeHmO8ZxNqp,53,metropopolis,374240,2013-05-07,0
Another Love,Tom Odell,spotify:artist:2txHhyCwHjUEpJjWrEyqyX,75,chill pop,244360,2013-09-17,69
Yu,MellowHigh,spotify:artist:0B1prtAE9Ca9hTs0rUkjHG,23,,146346,2013-10-31,32
Astro (feat. Frank Ocean),MellowHype,spotify:artist:5CCrgHVEWtg8YTEn1UaYug,34,,260986,2012-10-09,40
Year Of Summer - Radio Edit,Wildstylez,spotify:artist:0wr85NuJuAYZsRzP1lJgiV,52,"classic hardstyle, euphoric hardstyle",174400,2012-08-13,40
Floats My Boat,Aer,spotify:artist:25hbSOMmbhgqvonjC876UJ,43,indie pop rap,205172,2012-07-30,0
This Life,Curtis Stigers,spotify:artist:2bNtosg6E8tvmN6wYxPCfu,43,,140986,2011-12-06,51
Sunglasses At Night,Corey Hart,spotify:artist:0smy8yDrRoI4CnhpOuthg0,48,"album rock, new romantic, new wave pop, soft rock, synthpop",320573,1992-01-01,62
Rock Me Amadeus,Falco,spotify:artist:0hLd40hVpRDGENe4KGZLnW,58,"austropop, neue deutsche welle",201466,2010-10-22,44
A Message to You Rudy - 2002 Remastered Version,The Specials,spotify:artist:6xnvNmSzmeOE1bLKnYXKW3,54,"britpop, new wave, punk, ska, ska revival",172600,2008-03-28,0
It Never Rains in Southern California,Albert Hammond,spotify:artist:34E3csCxpXunPGEkOVVX2g,51,"classic uk pop, rock of gibraltar",233506,1972-08-16,68
Alone Again (Naturally),Gilbert O'Sullivan,spotify:artist:4HVmeVTQBgvTuvjB1JYwaf,56,"bubblegum pop, soft rock",220494,1972,0
When I Need You - Remastered,Leo Sayer,spotify:artist:04LIHk1SobiQwt2tlupoAV,55,"mellow gold, soft rock",251733,2000-02-15,32
I'd Love You to Want Me,Lobo,spotify:artist:1sldhz8tzC100cRAdfnMht,54,soft rock,247640,1993-06-11,50
Bright Eyes,Art Garfunkel,spotify:artist:6kEsKkXuE4olX7m3mNLZkS,45,"folk, folk rock, mellow gold, soft rock",235560,1988-05,28
Tell It Like It Is,Aaron Neville,spotify:artist:57ALvbCBaCkNlgTOSiUPdT,53,,164560,2000-01-11,54
Yellow Moon,The Neville Brothers,spotify:artist:3d1olqhURDe8e5HOta1Qxg,37,"louisiana blues, new orleans blues, new orleans funk",244266,1989-01-01,0
Afternoon Delight,Starland Vocal Band,spotify:artist:66QeIFuFJDNCImNHlFzrY1,42,soft rock,193040,1976,0
Escape (The Pina Colada Song),Rupert Holmes,spotify:artist:0TqIPD4IS1w4e30R38B3vj,58,yacht rock,276493,1979-01-01,77
Go All The Way,Raspberries,spotify:artist:7Kkx4dACo6kFSeT9wjfVA5,45,"beatlesque, jangle pop, power pop",205346,1972,63
My Sharona,The Knack,spotify:artist:0Nn9YwJzcaeuU1jJL06e3r,53,"album rock, classic rock, hard rock, heartland rock, mellow gold, new wave, new wave pop, power pop, soft rock",295400,1979-01-01,74
When You're In Love With A Beautiful Woman,Dr. Hook,spotify:artist:2Mhi3jfuRSdbVZPdjqsnnN,58,"country rock, mellow gold, soft rock",178826,1978,67
Darlin',Frankie Miller,spotify:artist:2BSGptj55ZjV9ss2D17Hj6,39,pub rock,188600,1993,0
Rock Your Baby,George McCrae,spotify:artist:6oV3BNm1Gj2GGgpYknc5TN,47,disco,199293,2014-05-13,0
We Are Family - 1995 Remaster,Sister Sledge,spotify:artist:6gkWznnJkdkwRPVcmnrays,56,"disco, funk, philly soul, quiet storm, soul",216733,1979-02-15,70
Disco Inferno,The Trammps,spotify:artist:1zgNpeHQe8GulzfVkYP2VK,49,"disco, philly soul",659000,1976,58
Don't It Make My Brown Eyes Blue,Crystal Gayle,spotify:artist:6OheJTrDFGiyZ67F1BBLhc,50,"classic country pop, country, country rock, mellow gold, soft rock",157933,2007-01-01,41
You Needed Me,Anne Murray,spotify:artist:7d7q5Y1p2QWS4QRAhTQR5E,56,"adult standards, canadian country, canadian pop, classic country pop, mellow gold, soft rock",222493,1994-01-01,40
River Deep - Mountain High,Ike & Tina Turner,spotify:artist:1ZikppG9dPedbIgMfnfx8k,49,"classic soul, disco, rock-and-roll, soul, southern soul",244160,2008-09-30,48
I Forgot To Be Your Lover,William Bell,spotify:artist:0mFoqJiNDtYntypvy6roGR,44,"memphis soul, southern soul",140733,2007-01-01,47
Right Back Where We Started From,Maxine Nightingale,spotify:artist:6jQ9UtYXqNfVnPkrH1Xxwi,48,classic uk pop,198333,2010-01-01,0
Tears of the Dragon,Bruce Dickinson,spotify:artist:7Iffw1nP3NjCWkRIx3Ily9,52,"hard rock, metal, power metal, speed metal",384013,1994,0
Bible Black,Heaven & Hell,spotify:artist:4UjiBRkTw9VmvDZiJZKPJ7,30,"hard rock, metal, speed metal, thrash metal",386706,2009-04-28,33
The Logical Song - Remastered 2010,Supertramp,spotify:artist:3JsMj0DEzyWc0VDlHuy9Bx,68,"album rock, art rock, classic rock, glam rock, mellow gold, piano rock, progressive rock, rock, soft rock, symphonic rock",251253,1979-03-29,76
Kayleigh - 1998 Remastered Version,Marillion,spotify:artist:7ai5TWiOG8g9Hds5AATS28,52,"neo-progressive, progressive rock, symphonic rock",214680,1998-12-15,0
Come Around,Collie Buddz,spotify:artist:5Ayl2bJtN5mdCsxZoxs9n1,62,"dancehall, reggae fusion",221506,2007-07-02,54
Bowl For Two,The Expendables,spotify:artist:2OpHxx1SArSMlBrIMM0aV9,49,reggae rock,283426,2004-01-01,8
Love I,The Green,spotify:artist:5RkXaPxdZ8L7ERNgDZXlKh,53,"jawaiian, reggae rock",216240,2010-02-02,4
Mr. Loverman (feat. Chevelle Franklin),Shabba Ranks,spotify:artist:3j7Sw80qzL2FJlryUhI3wG,46,reggae fusion,337800,2001-07-04,45
Murder She Wrote,Chaka Demus & Pliers,spotify:artist:6RQkaOWddQmiLLJqSgnTbm,54,funana,245000,1993-01-01,72
Time Bomb,Iration,spotify:artist:0q9lPhJHW5R9J7RXIJRbTk,56,reggae rock,190693,2010,0
Ghost Man,Passafire,spotify:artist:3Il8w8T0de4sdogo2EQEVJ,46,"east coast reggae, reggae rock",204306,2007,0
Pass The Marajuana,Mystic Roots Band,spotify:artist:5BU6jM6z1QGAMFBUFmEDRL,22,reggae rock,383013,2004,38
Ganja Weed,Jah Roots,spotify:artist:6pL1obuuX7qso7i15k8K34,19,reggae rock,213880,2008-01-01,21
Dawn of Time,Tribal Seeds,spotify:artist:7jgZFR40bWjwOrRCOZFB02,54,"reggae rock, west coast reggae",256453,2008-01-01,57
Heels On,Lady Saw,spotify:artist:2X1VgNqQOiSbkyel3a9rjK,48,"dancehall, dancehall queen, reggae fusion",230341,2012-10-10,40
Little Black Dress,One Drop,spotify:artist:5pf5LNOq8NQJYCS44cF8Kw,38,"reggae rock, west coast reggae",294840,2008-01-01,48
I Think God Smokes Weed,Echo Movement,spotify:artist:08TUxOXrxjsveVwQBSM5IA,22,reggae rock,223920,2009-01-01,35
Dreaming,Pacific Dub,spotify:artist:34C8BychSPwkYdYDmiSWa0,34,"reggae rock, west coast reggae",295266,2009-03-09,29
Broken Crown,Stone Senses,spotify:artist:6jk128BjcZxmf8G90D7oOk,20,"reggae rock, west coast reggae",264000,2006-07-13,31
Legalize It,Peter Tosh,spotify:artist:0oea1hwGMfUxZbLxJc1XUN,54,"reggae, roots reggae",279360,1976,60
Skylarking,Horace Andy,spotify:artist:2ieAXAuLe6qQ3RJsqCxpoC,49,"dub, reggae, roots reggae",187173,1996-01-01,0
Handsworth Revolution,Steel Pulse,spotify:artist:6UL7BodGc5iVmQGlMwHR0g,54,"reggae, roots reggae, uk reggae",323226,1997-01-01,0
Wagon Wheel,Darius Rucker,spotify:artist:7FY5V3XMwlNBPitEjXowHQ,65,"black americana, contemporary country, country, country road, modern country rock",298373,2013-01-01,80
Barefoot Blue Jean Night,Jake Owen,spotify:artist:1n2pb9Tsfe4SwAjmUac6YT,63,"contemporary country, country, country road, modern country rock",167426,2011-08-26,73
Springsteen,Eric Church,spotify:artist:2IvkS5MXK0vPGnwyJsrEyV,71,"contemporary country, country, country road",263386,2011-01-01,78
Drivin’ Around Song (feat. Jason Aldean),Colt Ford,spotify:artist:0OpWIlokQeE7BNQMhuu2Nx,58,"contemporary country, country, country rap, country road, redneck",220125,2012-08-07,54
I Play Chicken with the Train (with Big & Rich),Cowboy Troy,spotify:artist:3Rd3kr9QoBdHGjD1Hk0tkj,30,"country, country rap, country road, redneck",196893,2005-05-17,41
Rockin' The Beer Gut,Trailer Choir,spotify:artist:0FSuo59OpaJZKLwp3lgt4D,22,redneck,187106,2008-01-01,0
Friday Night,Eric Paslay,spotify:artist:4TONBKcqVR1LmPdfJxvkMU,45,"contemporary country, country road, modern country rock",167213,2014-01-01,62
Hey Laura,Gregory Porter,spotify:artist:06nevPmNVfWUXyZkccahL8,56,"contemporary vocal jazz, jazz pop, vocal jazz",199426,2013-01-01,0
Ghosts,The Presets,spotify:artist:1zTAQ6zkGz2L2i6lfR30EX,45,"alternative dance, australian dance, australian indie",209040,2012-01-01,32
Girls Like Girls,Hayley Kiyoko,spotify:artist:3LjhVl7GzYsza1biQjTpaN,56,"alt z, indie poptimism, pop",229655,2015-02-03,60
Want U Back,Cher Lloyd,spotify:artist:4m4SfDVbF5wxrwEjDKgi4k,57,"dance pop, pop, post-teen pop, talent show",214573,2012-10-02,64
Wrapped Up (feat. Travie McCoy),Olly Murs,spotify:artist:3whuHq0yGx60atvA2RCVRW,63,"dance pop, pop, talent show",185640,2015-03-10,0
Nothing's Real but Love,Rebecca Ferguson,spotify:artist:0CrCKxXekxMpkYfMEf8mca,43,talent show,173626,2012-05-29,0
Take Me Home (feat. Bebe Rexha),Cash Cash,spotify:artist:1LOB7jTeEV14pHai6EXSzF,58,"dance pop, edm, electro house, electropowerpop, pop dance",206320,2013-10-29,0
C O O L - Radio Edit,Le Youth,spotify:artist:1Zz6NBe8UIZjm88TvehFtx,53,"house, melodic house, nu disco, uk dance",214346,2013-06-28,50
Kissin U,Miranda Cosgrove,spotify:artist:3SYGWAHCe31oykdeUPpoJp,44,post-teen pop,198480,2010-04-27,32
"It's Alright, It's OK",Ashley Tisdale,spotify:artist:2ddxtfC0oS8LoktXUHE7YL,49,"dance pop, pop, post-teen pop",179200,2009-06-12,50
Ghost,Ella Henderson,spotify:artist:7nDsS0l5ZAzMedVRKPP8F1,71,"dance pop, pop dance, talent show, uk pop",213213,2015-01-13,57
Your Soul,Hippie Sabotage,spotify:artist:4dM6NDYSfLcspt8GLoT5aE,66,"edm, electronic trap",324806,2014-03-11,0
(There's Gotta Be) More To Life,Stacie Orrico,spotify:artist:5QjWgYDeKNP2iPHTdTttnG,44,candy pop,200386,2003-01-01,58
Overload,Life of Dillon,spotify:artist:6e4aHkdDUcsaXPTQdF6Qhn,33,uk pop,211440,2015-05-15,41
City Of Lights,Lush & Simon,spotify:artist:0UN8vGMxWEBKNNu8NtyF96,34,"progressive electro house, sky room",204375,2014-04-28,38
Old Thing Back (feat. Ja Rule and Ralph Tresvant),Matoma,spotify:artist:4YXycRbyyAE0wozTk7QMEq,62,"pop dance, tropical house",321649,2015-02-17,64
New Orleans - Original Mix,Naxxos,spotify:artist:2iG0HNCECG2DxXxSUcMhEX,26,deep tropical house,320000,2014-07-14,0
Zombies,Radiation City,spotify:artist:1nlI6sCz1fw135KYwweoCk,20,"portland indie, shimmer pop",222453,2013-05-21,0
WHALE,Yellow Ostrich,spotify:artist:3zIJJVhqINXeuLWMbZdlbY,30,shimmer pop,224457,2010,0
Tonight Is the Night,Outasight,spotify:artist:1zuG3w1Zgeou53fb3Vu3bO,37,indie pop rap,190000,2012-11-23,42
Shadow in the Rose Garden,The M Machine,spotify:artist:62rW7FjQy7clhBDHuumg22,27,complextro,188910,2012,27
Kuaga (Lost Time) (Radio Edit),Pierce Fulton,spotify:artist:5p0zkKpBuRguKebwRe0RI2,40,"complextro, pop edm, progressive electro house",177414,2015-05-16,0
Grace Kelly,MIKA,spotify:artist:5MmVJVhhYKQ86izuGHzJYA,65,electropop,187733,2007-02-05,63
Back for Good - Radio Mix,Take That,spotify:artist:1XgFuvRd7r5g0h844A5ZUQ,64,"boy band, europop, talent show",241293,2005-11-14,51
Tipsy - Club Mix,J-Kwon,spotify:artist:1Zz5UxfKSSqc6hpa3xJPCw,50,"dirty south rap, southern hip hop",243226,2004,67
Shake Ya Tailfeather - Radio Edit,Murphy Lee,spotify:artist:07W0YfsvHM7Mw7Bq48Mb0A,53,"dirty south rap, st louis rap",295173,2003-01-01,65
"Lean Wit It, Rock Wit It",Dem Franchize Boyz,spotify:artist:0VKTLKamj4IH8OfQbUL0kq,47,"atl hip hop, crunk, dirty south rap, southern hip hop",229813,2006-01-01,63
Strangers,Seven Lions,spotify:artist:6fcTRFpz0yH79qSKfof7lp,58,"brostep, complextro, dubstep, edm, electro house, melodic dubstep, pop dance, progressive trance",204213,2014-04-29,56
Raindrops (feat. Kerli) - Radio Edit,SNBRN,spotify:artist:2zJ8chFLjiBHRNchfevMRI,41,"edm, electro house, house, pop dance, pop edm, uk dance",203048,2015-01-13,40
Deep End (feat. Eastside and Mayer Hawthorne),Coucheron,spotify:artist:6ly2Z6h9dOerORbK1l2N8D,46,nordic house,207893,2015-08-07,25
Baby I'm Yours (feat. Irfane),Breakbot,spotify:artist:0iui2Be5CP8EWxvHYsVspL,53,"filter house, funktronica, nu disco",215786,2012-09-17,0
Ride,SoMo,spotify:artist:5AtWO8IEnjhRLzaVVQxFUs,52,"pop r&b, r&b, teen pop",289133,2014-01-01,58
That’s Me Right There,Jasmine V,spotify:artist:3vskr7Z0TqgoYUi1iLnhy8,24,"pop r&b, teen pop",208502,2014-08-05,40
Ahead of Us - Radio Edit,Tom Swoon,spotify:artist:2OFEXARoSZyZLR6S0oV2R7,33,"dutch house, edm, electro house, pop dance, progressive electro house, sky room",196875,2014-04-08,33
RNB,Visitor,spotify:artist:25Ml61MmcKgdK1Ma4GQ86d,11,,235163,2012-09-10,0
Glad You Came,The Wanted,spotify:artist:2NhdGz9EDv2FeUw6udu2g1,62,"boy band, dance pop, pop, post-teen pop",198186,2012-01-01,62
Turn Around (feat. Ne-Yo),Conor Maynard,spotify:artist:6mU8ucezzms5I2kNH6HNlu,63,"post-teen pop, talent show, uk pop, viral pop",232386,2012-05-28,36
Put Your Graffiti On Me,Kat Graham,spotify:artist:4rPZIJpeNz7GBm2t8YhR7j,22,post-teen pop,171200,2013-01-01,14
A Little Samba,Ugly Duckling,spotify:artist:7nW3rZPhwZWlGPZgdDiJea,32,jazz rap,200826,2000,33
Callin' Out,Lyrics Born,spotify:artist:3X3DHASP1G1waqVoEDWMHr,38,turntablism,214346,2003-08-05,43
The Garden,Cut Chemist,spotify:artist:4743DlrFCsAlAV4N26Kdgh,36,"scratch, trip hop, turntablism",375546,2006-07-10,40
Skanky Panky,Kid Koala,spotify:artist:2s0438sn0pYL2OuukcFqPN,45,"montreal indie, scratch, trip hop, turntablism",204786,2003-10-06,39
Losing You,Dead by April,spotify:artist:2otRZcOVNcmdkZ5nEoogy6,51,"swedish alternative rock, swedish metalcore, trancecore",237866,2009-01-01,32
Denied,Sonic Syndicate,spotify:artist:384RPjoLeqSOcy5qS9oQgX,37,"melodic death metal, melodic groove metal, swedish melodeath, swedish metalcore",231680,2008-04-29,0
My Halo,Blinded Colony,spotify:artist:5cRHyuwYyrvGYhwiSnqNBM,14,"cyber metal, melodic death metal, swedish melodeath",199306,2006-12-13,26
Celestial Furnace,Disarmonia Mundi,spotify:artist:0iem9JStyv56PV2X7avZbo,34,"cyber metal, italian death metal, melodic death metal",228053,2006,41
Feel the Same,Joshua James,spotify:artist:0YLUOdFiedWIWBttlDAQeO,34,"alternative roots rock, utah indie",232001,2012-11-27,0
I Love the Rain the Most,Joe Purdy,spotify:artist:3MCxkaTJmYKH0FZbe3rYxa,36,"acoustic pop, arkansas country, indie folk, neo mellow, stomp and flutter",278693,2004-01-01,0
Angels on the Moon,Thriving Ivory,spotify:artist:0gHWXdaWQObi1A6C1rzgRM,35,piano rock,252800,2008-06-24,0
Show Me What I'm Looking For,Carolina Liar,spotify:artist:0OuSnRyi1OkLPkR4AqzJwi,41,"modern alternative rock, oth indie",240466,2008-05-03,58
Don't Wanna Lose You Again,A1,spotify:artist:5lPsVvHVDr6R5mDxRUXdOs,47,boy band,199973,2010,0
Push The Button,Sugababes,spotify:artist:7rZNSLWMjTbwdLNskFbzFf,56,"dance pop, europop, girl group, talent show",218093,2005-01-01,46
I Swear,All-4-One,spotify:artist:1B8ySGDAiXTCvnJNH4HSCG,52,"boy band, contemporary r&b, r&b",259853,1994-01-01,70
Twisted,Keith Sweat,spotify:artist:2r09Inibex3C4ZNTUVSG3m,56,"contemporary r&b, new jack swing, r&b, urban contemporary",260666,1996,68
Can We Talk,Tevin Campbell,spotify:artist:5VfqJBmXcf6ZqXoGij5qTE,55,"contemporary r&b, new jack swing, r&b, urban contemporary",284586,2001,63
Insensitive,Jann Arden,spotify:artist:1aftUCES5zD5xXI7O9ZF9F,39,"canadian singer-songwriter, ectofolk, lilith",256026,1994-01-01,0
Left Outside Alone,Anastacia,spotify:artist:2siHvYaxjaW5rKVRiIrMYH,58,,257426,2004,65
Chains,Tina Arena,spotify:artist:1ZTCpKWDwHhbjhkdHhvTm8,45,"australian dance, australian pop, australian rock",262133,1994-04-30,49
I Put A Spell On You,Annie Lennox,spotify:artist:5MspMQqdVbdwP6ax3GXqum,69,"new romantic, new wave, new wave pop, singer-songwriter, soft rock, synthpop",212047,2014-10-21,59
Is This Love?,Alison Moyet,spotify:artist:0s0rOb0gT2S9N0SDcjtPC4,46,"new romantic, new wave pop, solo wave, sophisti-pop, synthpop",240800,1984,41
Everything I Own,Boy George,spotify:artist:2BWfZGPtsjRlRp7JTDqI45,44,"new romantic, new wave, new wave pop, soft rock",237200,1993-01-01,35
All My Life,Krezip,spotify:artist:0ZLfGbfO9xjpfna1pN8BeX,48,"dutch pop, dutch rock",218760,2007,44
Stop the Rock,Apollo 440,spotify:artist:37f9cjf8Ic4t7vYNRYAzI7,42,"big beat, breakbeat, rave",212706,1999-10-25,0
Take California,Propellerheads,spotify:artist:3Z7thZHrtFvqp8OpPffPKp,40,"big beat, breakbeat, electronica, funky breaks, trip hop",239266,2006-12-31,0
Bentley's Gonna Sort You Out,Bentley Rhythm Ace,spotify:artist:28EZh7WvdbWwfOrf5lkvCk,24,"big beat, breakbeat, grebo, trip hop",295426,1997,11
You Got It (The Right Stuff),New Kids On The Block,spotify:artist:55qiaow2sDYtjqu1mwRua6,54,boy band,250746,1999,37
Rescue Me - Radio Edit,Bell Book & Candle,spotify:artist:6Pkh9BHIvuM35jd98P3MYr,31,german alternative rock,203200,1999-02-12,11
Sweet Harmony,The Beloved,spotify:artist:46h3caIKtqPlEfRHuSdibg,45,,301466,2006-03-27,0
"Baby, I Love Your Way",Big Mountain,spotify:artist:0Jeckitay8SbvKwqAzWuYH,55,"reggae, reggae fusion",249520,1999-01-01,71
I Can See Clearly Now,Jimmy Cliff,spotify:artist:3rJ3m1tM6vUgiWLjfV8sRf,57,"reggae, roots reggae",196000,2002-06-11,63
54-46 (Was My Number),Toots & The Maytals,spotify:artist:6ZFv3wQwwWPiVDWhv0mjQK,55,"reggae, roots reggae, ska",191360,2001-01-01,35
Candy Rain,Soul For Real,spotify:artist:296LotOmbj7eOX7r9l46fK,52,"boy band, contemporary r&b, new jack swing, r&b",276066,1995,69
Freek'n You,Jodeci,spotify:artist:1eNkUXHPaXyuyC8NAgzykK,55,"contemporary r&b, new jack swing, r&b, urban contemporary",379240,1995-01-01,59
Where the Party At (feat. Nelly),Jagged Edge,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,59,"atl hip hop, contemporary r&b, r&b, urban contemporary",232573,2001-07-03,67
Another Night,Real McCoy,spotify:artist:2vRfKzjQYJQd67X8x49MOh,52,"diva house, eurodance, german techno, hip house",236933,1995-03-28,65
Be My Lover,La Bouche,spotify:artist:488v7rQzthLNK22r0UvMie,65,"diva house, eurodance, europop, german techno",240866,2003-03-28,73
Mulder and Scully,Catatonia,spotify:artist:4Bgfzia8wyaGaTn42egzTv,38,"britpop, candy pop, welsh indie, welsh rock",251266,1998,29
Slight Return,The Bluetones,spotify:artist:66nOkPJTFgK25NMmojG04V,39,britpop,201160,2009-01-01,24
Chasing Rainbows,Shed Seven,spotify:artist:3iejrAcqxYoVgyxp6zkWgs,43,"britpop, york indie",265133,1998-01-01,53
Would I Lie To You?,Charles & Eddie,spotify:artist:5rIhaCHkbFVvLJpKHWwOJD,53,neo soul,279600,1992-01-01,0
Sleeping Satellite,Tasmin Archer,spotify:artist:6EgtYGZoF5jLydCpz43xu1,44,new wave pop,281853,1992-10-19,63
Stay,Shakespears Sister,spotify:artist:7ooOn6bokl4mGV4CEaUz6A,39,"candy pop, new wave pop",227360,1989-08-28,0
The One and Only,Chesney Hawkes,spotify:artist:3dipm6p2uAgitwQsOZU5oY,42,new wave pop,224200,2005-05-23,0
"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet,spotify:artist:2u0gw0uCWBMiqV7h0N8kai,53,"boy band, new romantic, new wave pop, soft rock, sophisti-pop",237958,2013-11-25,27
Gotta Tell You,Samantha Mumba,spotify:artist:7L12TqJ0fbwtFljTbwfwRI,42,"bubblegum dance, europop, talent show",201066,2000,38
Because We Want To,Billie Piper,spotify:artist:3RjnAn8EWb7zaLlGWVxQeP,32,"bubblegum dance, europop, talent show",230573,2005-01-01,22
'74-'75,The Connells,spotify:artist:3zAhmxuw1F3HmulPuy1RAb,47,jangle pop,278973,1993-01-01,67
Breakfast At Tiffany's,Deep Blue Something,spotify:artist:5N5RfI8FFXk4WQ8kkjE407,52,pop rock,257373,1995-01-01,73
Brimful Of Asha - Norman Cook Remix Single Version,Cornershop,spotify:artist:3Kf7VEIRWquxrNIuyJZnfF,47,britpop,240933,2006-01-01,51
I Got You,Split Enz,spotify:artist:0Upmz8QvuLAkKAfRlJYWTL,44,"classic nz pop, kiwi rock, zolo",211000,1987-07-27,0
Making Plans For Nigel,XTC,spotify:artist:2qT62DYO8Ajb276vUJmvhz,48,"alternative rock, art punk, art rock, beatlesque, new romantic, new wave, new wave pop, post-punk, power pop, uk post-punk, zolo",253800,1979-08-17,59
Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Radio Edit,Crystal Waters,spotify:artist:2sd9Q3r0Jhqpe3w9WVuG43,61,diva house,229573,1991-01-01,59
Show Me Love,Robin S,spotify:artist:2WvLeseDGPX1slhmxI59G3,56,diva house,252106,1993-06-15,72
Things Can Only Get Better,D:Ream,spotify:artist:2dCQKsTjB762AhtIACbAQA,37,"hip house, new wave pop",263360,1993,0
"The Key, The Secret",Urban Cookie Collective,spotify:artist:1QYMj6ouUhi6yis1HE8M68,41,"diva house, eurodance, hip house",222666,2004,56
Ain't No Reason,Brett Dennen,spotify:artist:0FC1LIeQXKib0jOwZqeIwT,44,"acoustic pop, indie folk, neo mellow",217693,2013-01-29,42
You Gotta Be,Des'ree,spotify:artist:73ZPfpfg1LBVvDEArK4l5B,53,europop,240066,1998-06-29,54
Stay Another Day,East 17,spotify:artist:6lOC7lwSO1ql4Gc2Y3QObY,42,"boy band, europop",267480,1994-10-17,0
