Track Name,Artist,Artist URI,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity
The Choice,Gustavo Santaolalla,spotify:artist:4W3fa7tiXGVXl3KilbACqt,63,"argentine ambient, latin classical, latin soundtrack, orchestral soundtrack, soundtrack",102373,2013-06-07,55
Happiness,Jónsi,spotify:artist:3khg8RDB6nMuw34w1IHS6Y,47,"icelandic pop, post-rock",560653,2009-07-21,0
Branch,Keith Keniff,spotify:artist:2X8UJm1TVQT3Nl6kUMYyoq,3,,125680,2012-01-30,0
Passage,Lowercase Noises,spotify:artist:7trvyUUXmPhi1StCNYHj4e,34,"ambient guitar, ambient post-rock, american post-rock, compositional ambient, instrumental post-rock",347636,2012-11-28,35
A Lovely Place to Be,Patrick O'Hearn,spotify:artist:6T7JFvP8qvpOia4q43OmbJ,33,"ambient, focus",530800,2001-01-01,39
Little Sines,Rhian Sheehan,spotify:artist:0H1edn1doFZiHiu2INB2CT,34,"compositional ambient, nz electronic, oceania soundtrack",212573,2013-03-25,0
Arrival to Earth,Steve Jablonsky,spotify:artist:5Il8YjuVAWkWNH2xgjFMpF,55,"epicore, soundtrack",326773,2007-10-01,62
Shimmer,Tracey Chattaway,spotify:artist:7pTS4RiG0sM9TijxQJz8f6,31,,212635,2013-10-16,31
Watching the Storm,U137,spotify:artist:5Js8zUcr9OCEyoWjw3joxY,30,"compositional ambient, focus, nordic post-rock",307263,2013-08-20,41
Zvenya,Winterlight,spotify:artist:4RDv3BSvLxgMNomRQiXAfy,0,,473600,2011-05-17,0
Invisible,Clay Aiken,spotify:artist:13aBWT8LN4oNWWGFOu96MA,29,idol,243866,2003-08-15,39
Overcomer,Mandisa,spotify:artist:0YPElKYjOD1sofFCtLdYj3,52,"ccm, christian alternative rock, christian music",223626,2013-01-01,60
Best Days of Your Life,Kellie Pickler,spotify:artist:021hNAnkFIbyFyL97br6NB,39,"contemporary country, country, country dawn, country road",226800,2008-09-30,50
Terrified,Katharine McPhee,spotify:artist:5oWOx0BBDSMoFB8JDrjQre,46,idol,236773,2010,63
Get Throwed,Bun B,spotify:artist:45a6gCQWq61lIUDmr1tKuO,56,"dirty south rap, houston rap",233840,2005,52
Tops Drop,Fat Pat,spotify:artist:1iFf7x4gbonfRVAvQ8Wsoh,43,"dirty south rap, houston rap",252586,2001,0
Matinee Idol - Remastered Version,Yellowjackets,spotify:artist:1zHPRenzLeI2vhT7nlR6Mq,33,"contemporary post-bop, jazz fusion, smooth jazz",312400,2009-02-24,17
I'm On Fire,Town Mountain,spotify:artist:5cudslRGWg0GsXaN79Wifs,41,"neo-traditional bluegrass, new americana, progressive bluegrass, roots americana",213826,2008-10-16,54
Garden,Totally Enormous Extinct Dinosaurs,spotify:artist:0g3NiCRhEv7M4SEDMrpItN,46,"alternative dance, electronica, future garage, indietronica, nu disco, oxford indie",275719,2012-01-01,0
Fett's Vette,MC Chris,spotify:artist:0IK6TvlarNMoBZ7KdyjZIf,34,nerdcore,204875,2001-01-01,43
Soak It Up,Houses,spotify:artist:648kpaANsUr1HABoE4mkPw,35,chillwave,251692,2010-10-12,38
Warm Waves,Observer Drift,spotify:artist:6ouFS85JDWqD452ZMGzzx0,19,indie dream pop,293779,2012-01-05,26
I Wanna Go,Summer Heart,spotify:artist:0JlTFsR41vwvQTppOR3yio,36,"chillwave, indie dream pop, indie surf, malmo indie, shimmer pop",247572,2012-04-25,51
Keasbey Nights,Catch 22,spotify:artist:1xgA0hENxpykh3AxlMBjlT,40,"punk, ska, ska punk",182880,1998,0
"Suffer / Lid, Min Kjære (feat. Janove Ottesen)",Grand Island,spotify:artist:36kC7LfiVI6Nl158WRsGpR,15,norwegian alternative rock,231626,2010-01-25,20
Little Cup,Thao & Mirah,spotify:artist:3cRmvX2dbq6zPFDCrogUlF,19,,214653,2011-04-26,0
Wild Child,Cardiknox,spotify:artist:68xcbQiyjcmPsgRChCm2wj,16,indie poptimism,215706,2016-03-11,22
What We Do,Freeway,spotify:artist:2Jwr7hGoSNK3S3QBxh3T0z,49,"battle rap, hardcore hip hop, philly rap",229106,2003-01-01,52
Schemin Up (feat. Drake and P. Reign),OB OBrien,spotify:artist:4thGcsymOK5oc43gJVtAqZ,28,,330769,2014-12-15,0
Darkest Light,Lafayette Afro Rock Band,spotify:artist:5EgMMveFcSL3rq87Wkyw4s,36,"afrobeat, funk, jazz funk",386573,1999,0
Brothers On The Slide,Cymande,spotify:artist:4hfcSstwnyuBoek1dQwLkG,46,"afrobeat, jazz funk, psychedelic soul",251400,2013-08-16,0
Hello,OMFG,spotify:artist:0UdoKjWIe3tHyiqc4qT3Oz,45,otacore,226307,2014-12-03,61
Titans,Razihel,spotify:artist:4fU1af1HrVzI6L7qFyrmIQ,35,,250344,2015-06-22,0
My Heart,Different Heaven,spotify:artist:0pCGA9tdtbWwo1pKIs0CFx,46,gaming edm,266900,2014-11-13,0
Highscore,Panda Eyes,spotify:artist:3K0GDmmiRwn1Zc7RZzTeAz,43,speedrun,259683,2015-10-16,0
Fight for Everyone,The Leisure Society,spotify:artist:6SzmRtk9EnP5q1rqfqbfSW,32,chamber pop,228466,2013-07-02,19
Blank,Disfigure,spotify:artist:6qS98hCc0GWwq1AShPNl2w,43,gaming edm,208901,2013-05-01,0
Cetus,Lensko,spotify:artist:2NZMqINcyfepvLxQJdzcZk,38,gaming edm,288754,2014-08-10,0
Symbolism,Electro-Light,spotify:artist:1rpHb27OjM9LHmYm2zjnk5,42,"gaming edm, speedrun",293300,2014-11-27,0
Let Go,Dropouts,spotify:artist:73LLIt54z9hmjZJm81yPrC,12,gaming edm,264536,2014-07-31,0
Our Youth,Sonny Alven,spotify:artist:2zHHEU3t9cutZFyG0fHdOR,44,"norwegian house, norwegian pop",200480,2015-09-16,42
Wild Roses,John De Sohn,spotify:artist:3TVjdmhfFoYJLgBEkkZTBm,53,"deep pop edm, pop dance, swedish tropical house",182893,2015-06-24,15
Intoxicated - Radio Edit,Martin Solveig,spotify:artist:1bj5GrcLom5gZFF5t949Xl,61,"disco house, edm, electro house, filter house, house, pop dance, vocal house",159560,2015-10-02,57
Painting Greys,Emmit Fenn,spotify:artist:3VVLqeEqQQqTgT8YhfY9Z6,62,"chill house, vapor soul",227368,2015-11-12,0
Lou Lou,Albin Lee Meldau,spotify:artist:1AdKbbV5v6ifuJertEjNeK,54,"classic swedish pop, swedish pop, swedish singer-songwriter",124720,2016-03-04,0
Hey,FÄIS,spotify:artist:5w6mMj1qwSILG0pcylfchp,40,dutch pop,215625,2016-02-26,0
Wasted On You,Louis Futon,spotify:artist:79ffq2PHS5TDmgnHhAyudW,39,"electronic trap, future bass, vapor twitch",224120,2016-02-12,0
"Hey Jarrod, What’s That Song Again?",Jarrod Alonge,spotify:artist:3zLWOB0I86EiVgG5NrX1ht,32,,255185,2015-05-26,0
Welcame (Furyo State of Mind),Rise Of The Northstar,spotify:artist:5vDfbSPkurKQxpVVXALJ4K,41,"beatdown, french hardcore, neo metal",259213,2014-11-24,0
Blank Generation,Richard Hell,spotify:artist:121Q6oslYCMBYZHhOFL1RB,32,"early us punk, post-punk, protopunk, punk",163000,1977,0
Money,The Flying Lizards,spotify:artist:2L9iHIK8h5HvZe6VXb0aOI,30,zolo,338186,1979,40
Blue Monday,Flunk,spotify:artist:1Tz1kM5vFyBpzD22fHW609,34,trip hop,255346,2002-04-29,0
To Be Alone With You,Sufjan Stevens,spotify:artist:4MXUO7sVCaFgFjoTI5ox5c,69,"art pop, baroque pop, chamber pop, indie pop, indie rock, singer-songwriter",168040,2004-03-16,0
Slice of Heaven,Dave Dobbyn,spotify:artist:5bYfbDXaMVCxEt7hOAvEWc,43,"australian rock, classic nz pop, kiwi rock, nz singer-songwriter",276173,1999-10-24,0
Rock the Boat,Hues Corporation,spotify:artist:6PpGPIrFf3LM7Q77eR4Bts,46,disco,188746,1974-11-01,46
Heartstrings,Leighton Meester,spotify:artist:481VlDdXZAIRxnHyywNbXn,47,,214669,2014-10-27,0
Sincerely,The Moonglows,spotify:artist:1sZwQg2rvSlGhkG218SouM,31,"doo-wop, rhythm and blues",192360,2002-01-01,23
A Little Opus,Little Comets,spotify:artist:7cfhZmKaLWzNLwHDxzugUH,32,"british indie rock, english indie rock",229360,2013-08-20,22
101 Vultures,Alex Winston,spotify:artist:3REwdws53wUuid8AatTTMh,23,"metropopolis, shimmer pop",226520,2013-09-17,26
Gray Or Blue,Jaymay,spotify:artist:42lt7Lr6m3qVIesp9pP4oH,30,,205319,2007-11-12,35
Homesick,Kings of Convenience,spotify:artist:41AbNVba2ccpmcc9QtOJE7,56,"bergen indie, melancholia, norwegian indie",193453,2004-01-01,0
Missed Calls,EARTHGANG,spotify:artist:5MbNzCW3qokGyoo9giHA3V,61,"atl hip hop, hip hop, indie hip hop, psychedelic hip hop, rap, underground hip hop",270746,2015-11-05,47
Tear Down The Walls,Escape The Day,spotify:artist:0nnwM2DCigrExUZ0SQzoiC,28,"gymcore, swedish metalcore, trancecore",207926,2014-05-01,32
Crazy for This Girl,Evan And Jaron,spotify:artist:1xeZcY93inQY14LWwnxd5G,33,pop rock,202026,2000-08-29,48
Lets Ride,Ground Up,spotify:artist:0p1CrPBclXVis7VD4gtFri,30,indie pop rap,194000,2014-10-22,0
Killin' It,Foxy Shazam,spotify:artist:5qRXoCC1CDTMTli9gplUvk,34,"cincinnati indie, piano rock",238040,2010-04-12,42
Snowblind (feat. Tasha Baxter),Au5,spotify:artist:40WIa01eubnEVkxUHeDZyF,44,"brostep, chillstep, complextro, dubstep, electro house, filthstep, gaming edm, melodic dubstep",347826,2014-08-29,0
Please Mr. Postman - Single Version / Mono,The Marvelettes,spotify:artist:0MponVSpW81oLvJZ53vYZH,48,"classic girl group, classic soul, motown, soul, southern soul",148040,1961,66
Needle In A Haystack,The Velvelettes,spotify:artist:72Q7helEnjOptf8FAoZQTi,37,"classic girl group, motown",149866,1999-01-01,53
Heartbreak Heard Around the World (feat. T-Pain),Jacob Latimore,spotify:artist:7t7KCNFOwuMChaQg6L8I69,38,pop r&b,180159,2014-06-10,51
"Saginaw, Michigan",Lefty Frizzell,spotify:artist:05pAwLhsutiuj6gerEwGvU,37,"arkansas country, classic country pop, honky tonk, traditional country, western swing",182093,1980,18
Thunder,Adam Sanders,spotify:artist:17ewtqMhsRUPRdhpYLzMxg,37,"country pop, modern country rock",214053,2015-11-18,31
Bloom,GATC,spotify:artist:54xBWCXYw0pydXBknIdiC6,30,"australian indie, shimmer pop",235093,2012-12-25,32
Undone,PÆRISH,spotify:artist:0waXk4SsKZBRCf7kiwi6uL,34,"french emo, modern alternative rock, rock alternatif francais",218288,2015-07-20,21
Baby I Call Hell,Deap Vally,spotify:artist:1NsvfeRzexfHjhUGqWrULl,31,garage rock,180400,2013-01-01,38
Banshee,Kendra Morris,spotify:artist:7rtM2wPKQlFpsm0C4qJlDk,36,,226973,2013-10-01,0
Secret,The Pierces,spotify:artist:1ET1wIkDmuCBC80XcTr3Sg,41,candy pop,229160,2008-10-27,57
Buzzin',Shwayze,spotify:artist:6f0hUHWLOCxCSDQMtdVAS7,49,indie pop rap,212280,2008-01-01,57
Here I Am,SOJA,spotify:artist:2vaWvC8suCFkRXejDOK7EE,60,"east coast reggae, reggae",288866,2009-09-25,0
Rolling Down the Hill,Born Cages,spotify:artist:2wWu4pdV5D5oeJsBUdeC3p,10,indie rockism,230827,2015-06-02,0
The Big Bang,Rock Mafia,spotify:artist:4pzAvicKWenQtv9zIQim47,49,,160200,2010-10-29,0
Ill Mind of Hopsin 5,Hopsin,spotify:artist:7EWU4FhUJM1sZQgQKdENeT,57,"conscious hip hop, detroit hip hop, indie pop rap",289004,2012-07-17,57
All Night,Parov Stelar,spotify:artist:65EXuYHVoehCKqp0kOS6px,59,"balkan beats, downtempo, electro swing, nu jazz",166613,2012-04-20,62
Resolution,Matt Corby,spotify:artist:7CIW23FQUXPc1zebnO1TDG,53,australian indie,256389,2013-07-10,42
You Know Me,Air Traffic Controller,spotify:artist:2Oboq4Pq88TcC9eUn2HSW9,43,"folk-pop, hopebeat, shiver pop",240680,2012-06-26,34
Love Like Woe,The Ready Set,spotify:artist:2eRJjYEaWyGZbOBGYFLBoC,46,"neon pop punk, pixie, pop emo, pop punk",200453,2010-06-14,54
Liar Liar,Cris Cab,spotify:artist:7vWBZm3sQ8yQvfV4nXxHXK,40,,213818,2014-09-02,53
Close To Your Love,AtellaGali,spotify:artist:64kJmYlYPeykl8UgCGLbFp,30,,207586,2014-11-04,31
Cut It Out,Kitten,spotify:artist:4zHX9zUUtxUw898g1GyihC,26,"la indie, shimmer pop",208680,2014-06-20,26
About That Life,Attila,spotify:artist:4Uv5bceTJ2h3tLlssUNDNP,51,"atlanta metal, deathcore, melodic metalcore, metalcore, nu-metalcore, rap metal",185786,2013-06-25,0
Collarbone,Fujiya & Miyagi,spotify:artist:0j2MwhbFTvquOBhs3LeIfU,39,"alternative dance, brighton indie, neo-kraut, new rave",244005,2006-05-22,43
Doubt,Kele,spotify:artist:0LsO2x5E0KNdMxkWh0EmE0,34,new rave,290121,2014-10-13,0
Marble Coast Ft. Brolin,"Saturday, Monday",spotify:artist:4ChtTBF8lU2YYsuoTrquYn,17,,215076,2015-02-11,0
Heartbreakfree,Ji Nilsson,spotify:artist:4gXoprttD6M0HwTqQNsxOY,25,swedish pop,198040,2014-04-25,0
Trust Issues,Beatrice Eli,spotify:artist:1lzoEy8yiIBiHOuaO4h5Wj,23,"metropopolis, swedish electropop",217933,2014-10-30,23
When God Comes Back,All Them Witches,spotify:artist:29Wmfm1CojrjQ3aQP0FI65,48,"indie rock, modern blues rock, neo-psychedelic, stoner rock",213493,2013-01-15,49
Something in the Air,Thunderclap Newman,spotify:artist:1USHlPahTZrCeJXS2v5pkF,32,classic uk pop,270880,2007-07-17,30
Let's Have A Party,Wanda Jackson,spotify:artist:5ZKMPRDHc7qElVJFh3uRqB,45,"classic oklahoma country, nashville sound, rock-and-roll, rockabilly",131200,2002-01-01,0
American Pie,Don McLean,spotify:artist:1gRNBaI4yn6wCCTvRhGWh8,62,"classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",516893,1971,77
Sundown,Gordon Lightfoot,spotify:artist:23rleGXVOVVgTk3xgtmfE4,59,"canadian country, canadian singer-songwriter, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",213400,1974,71
Walk Right In,The Rooftop Singers,spotify:artist:6Gb08eT3LlkGynDscl9vbz,25,american folk revival,157266,2007-01-01,45
Reconsider Baby,Lowell Fulson,spotify:artist:3VhvGNnWfzmlEyiuhzdgf5,34,"acoustic blues, blues, electric blues, jump blues, soul blues, texas blues, traditional blues",189133,1997-01-01,43
Shout To The Top - USA Remix,The Style Council,spotify:artist:3loflELg7MzgrOyNqERolN,48,"new romantic, new wave, new wave pop, sophisti-pop",257480,1985,54
Second to None,Styles Of Beyond,spotify:artist:5bf6yYgHODBW5EreBZshpX,58,cali rap,185080,2012-10-22,42
Baby We Were Young,The Dirty Guv'nahs,spotify:artist:4h3cy2TQzlb5Aklcr2CghR,32,modern southern rock,267133,2010-07-20,0
"Lady, You Shot Me",Har Mar Superstar,spotify:artist:5wjWLK4KMqmRbdUtTEV1BG,31,minneapolis indie,180973,2013-04-23,0
Lemonade - Ukulele Version,Jeremy Passion,spotify:artist:5Z8UTQtTYNu5o5FA66LFgv,53,"chill r&b, pop soul",181504,2011-12-13,0
Wasting Time,Kids These Days,spotify:artist:2A2MfAaWoDvGe0jhcZjKaY,18,,318814,2012-10-30,30
Arcadia,The Kite String Tangle,spotify:artist:3D6cosC5ZOLCpRxt6T3XS7,41,"aussietronica, australian indie, brisbane indie",213936,2014-08-12,36
As A Bell,Ofelia K,spotify:artist:29iw18MxnVp5gLozO7e2HE,25,,231833,2015-11-06,20
Young,Vallis Alps,spotify:artist:7qhWa7UI1QNZNDnzYwAYZm,44,"australian indie, vapor soul",324122,2015-01-06,0
So What,Field Mob,spotify:artist:0Uo6kyjrbQoZBlcXsMb8Vm,43,"atl hip hop, dirty south rap, old school atlanta hip hop",216000,2006-01-01,58
Walk Away (Remember Me) (feat. The DEY),Paula DeAnda,spotify:artist:54kWB5z9SbenPFQXtBDUBK,41,hip pop,238160,2006-06-01,54
Nothing But You (feat. Hemstock & Jennings),Paul van Dyk,spotify:artist:7wU1naftD3lNq7rNsiDvOR,54,"german techno, trance, uplifting trance",418066,2003-10-06,0
All Country on You,Austin Webb,spotify:artist:0A6FJxbPXVQERjVKzfqfRC,10,"contemporary country, modern country rock",183254,2014-12-16,24
Crying on a Suitcase,Casey James,spotify:artist:0AAUWYwZqrnuwkjMCO5OX7,20,,221386,2012-03-19,34
Could It Be,Charlie Worsham,spotify:artist:1nYvElumwIjMkOczb985bq,40,modern country rock,204880,2013-08-16,29
Wastin' gas,Dallas Smith,spotify:artist:2HgKf6VcQtGmAKpNXidtiC,44,"canadian contemporary country, canadian country",184627,2016-01-08,0
The Heart Of Dixie,Danielle Bradbery,spotify:artist:5iqStkZi6QmG8sgQZQrfGN,50,"contemporary country, country pop, country road",209453,2013-01-01,38
Did It For The Girl,Greg Bates,spotify:artist:2COi3lJPZHP2CjJBfofGwh,22,modern country rock,190666,2012-01-01,0
Redneck Woman,Gretchen Wilson,spotify:artist:0IdYRFTswLdsGwSnzOaGNF,53,"contemporary country, country, country dawn, country road",215920,2010-01-19,52
I Loved Her First,Heartland,spotify:artist:6B10yUcmUVw4RPKe6j58E9,38,,212013,2006-10-10,0
Where I'm From,Jason Michael Carroll,spotify:artist:6vgqbvuLEUcrg7SB1kRTYE,37,"contemporary country, country, country road",276480,2009-04-28,46
Little Bitty Dreams,Will Hoge,spotify:artist:6a8DSomMqspxk3s3WlBjNT,31,"acoustic pop, heartland rock",260800,2015-04-07,0
Later On,The Swon Brothers,spotify:artist:1nf0nRF0W4ybnJdda00pKY,27,"classic oklahoma country, contemporary country, country pop, modern country rock",217160,2014-10-13,33
Heart And Soul,T'Pau,spotify:artist:47qTcvYlqJGAEsCI7BcENC,41,"new romantic, new wave pop, synthpop",256973,2005-01-01,33
From A Table Away,Sunny Sweeney,spotify:artist:3uBMhKEXqr2UtRlx7Jn9LL,34,"classic texas country, country dawn, texas country",215333,2011-01-01,43
Good Morning Beautiful,Steve Holy,spotify:artist:0iYwcf0XreyCAswJOJMOII,38,country road,210933,2014-02-11,33
Absolute,Scritti Politti,spotify:artist:59luKpdal8UwxcuLJNoKwS,33,"new romantic, new wave pop, sophisti-pop, synthpop",265306,1985,0
Time In A Bottle,Jim Croce,spotify:artist:1R6Hx1tJ2VOUyodEpC12xM,67,"classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",145200,1974-01-01,0
Always Focused,Tiny Moving Parts,spotify:artist:5rJVTTK0ucAxQhkUc0nXbH,41,"alternative emo, anthem emo, emo, midwest emo",160613,2014-09-09,0
Your Deep Rest,The Hotelier,spotify:artist:3kzNckjE5FzHQhe4pJiLKa,38,"alternative emo, bubblegrunge, emo, midwest emo, new england emo, worcester ma indie",227213,2014-02-25,0
The Medic,Foxing,spotify:artist:2dfxY7YDuYCUtWFzWTS6IR,39,"alternative emo, bubblegrunge, dreamo, emo, stl indie",202840,2014-05-27,0
Dreaming Alone,Against The Current,spotify:artist:6yhD1KjhLxIETFF7vIRf8B,62,"neon pop punk, pixie, pop punk",176000,2015-02-17,48
Jump Jive An' Wail,The Brian Setzer Orchestra,spotify:artist:7HQH1SJokcVMdstilKJ2S8,37,"heartland rock, rockabilly, swing, swing revival",172933,1998-01-01,47
Ironic,Alanis Morissette,spotify:artist:6ogn9necmbUdCppmNnGOdi,66,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",225933,1995-06-09,58
Stay up (feat. Kehlani),DyMe-A-DuZiN,spotify:artist:7zL88MvOpaSJhQeZZs9GnO,21,nyc rap,248420,2015-05-26,0
Promise Ring (feat. Ciara),Tiffany Evans,spotify:artist:3CoW2DhcuWKs93YEjEY5Eq,29,"hip pop, pop r&b, r&b",265320,2005,42
You're The One,Dondria,spotify:artist:4NgmPmKCSWm4kczsm6J3FO,31,"hip pop, pop r&b, r&b",172586,2010-08-17,0
Torn,LeToya,spotify:artist:5xenrbYhp4IRydrWpBe4Bx,39,"contemporary r&b, hip pop, r&b, urban contemporary",262226,2006-07-25,0
Home Again,Michael Kiwanuka,spotify:artist:0bzfPKdbXL5ezYW2z3UGQj,64,"british soul, neo soul, psychedelic soul, soul",212373,2012-01-01,58
Hey Love,Quadron,spotify:artist:3GhVFlFT3pagjVkslQPqoJ,30,scandinavian r&b,203440,2013-05-31,35
Ritual Union,Little Dragon,spotify:artist:6Tyzp9KzpiZ04DABQoedps,58,"art pop, chillwave, downtempo, electronica, gothenburg indie, indie soul, indietronica, neo-synthpop, swedish electropop, swedish synthpop, trip hop",210266,2011-07-25,59
We Are On The Move (feat. Eric Roberson),Zo!,spotify:artist:0XoDNlIZvfQP47lyLBVIsz,30,neo r&b,344750,2013-05-21,33
Bad Intentions,Niykee Heaton,spotify:artist:63bCkf4n15jiKjHhLV7kSZ,47,,198080,2014-09-09,42
Never A Woman,White Sea,spotify:artist:5WzsdqnI9jOwLrW9YuXI4t,24,metropopolis,210057,2015-10-13,13
Battle Cry (feat. Just Blaze),Joell Ortiz,spotify:artist:1q13yHC6Syg5Y8iPLrRnCq,42,battle rap,304586,2011-02-22,0
Born - Original Mix,MitiS,spotify:artist:16yUpGkBRgc2eDMd3bB3Uw,48,"chillstep, complextro, filthstep, melodic dubstep, pop edm",267428,2013-04-18,37
Bass Drops,Hard Driver,spotify:artist:1rpLzYzfrueWdkpcIunZQl,50,"classic hardstyle, euphoric hardstyle, rawstyle",194777,2014-10-10,31
This Is Who We Are - Original Edit,The Pitcher,spotify:artist:1QsT3VKbdtjMxXoy9myb2X,37,"classic hardstyle, euphoric hardstyle, rawstyle",188453,2011-01-31,23
We Are Young (Jersey Club),Kyle Edwards,spotify:artist:5zvOGQ4uW2viBHMmkyl3C2,35,jersey club,109124,2015-08-26,44
You Were Right,RÜFÜS DU SOL,spotify:artist:5Pb27ujIyYb33zBqVysBkj,69,"australian electropop, indietronica",239417,2016-01-22,0
Splinter - Original Mix,Savant,spotify:artist:5RBdF1pJSLF3ugc2Y2PoB8,38,"complextro, filthstep",297650,2012-03-21,37
Old Friends,Darren Korb,spotify:artist:0ZMWrgLff357yxLyEU77a1,49,"indie game soundtrack, video game music",201324,2014-05-20,40
Drop It Like This - Original Mix,TST,spotify:artist:1Q5wmgUdwSVAKa7VZsGckB,9,,291318,2014-03-31,0
Easy Come Easy Go,Alice on the roof,spotify:artist:4M07FSqpxgqLfCOaX1WUei,37,"belgian indie, belgian pop",213186,2015-03-30,19
Art Counter,Part-Time Friends,spotify:artist:76mxGKWJzBzyHd6oX1t2yp,22,french indie pop,196320,2014-12-01,0
Ghost Assassin - Original Mix,Maduk,spotify:artist:6TaaqqCMRMSpvNHClfnbEL,47,"dancefloor dnb, dutch dnb, liquid funk",221624,2012-07-16,49
A Fuerza,Thriftworks,spotify:artist:3M7geqTs4IiGCqaAAZIQ7E,41,glitch hop,256000,2014-11-03,0
Oh! Carol,Neil Sedaka,spotify:artist:5N6GwJzOcOY5kv8p0NjhYL,55,"adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock",136680,2011-10-28,26
Rebel Rouser,Duane Eddy,spotify:artist:1I5Cu7bqjkRg85idwYsD91,40,"rock-and-roll, rockabilly, surf music",153533,1965-11-24,46
So Mi Like It,Spice,spotify:artist:0wEvWMQRqaXcgnrZv6KtyL,57,"dancehall, dancehall queen, jamaican dancehall",153213,2014-11-28,58
Angels Among Demons,Instrumental Core,spotify:artist:0aVtz2xOAWpDgiTS6k2rDN,35,epicore,280071,2015-02-12,46
Break My Mind,Dagames,spotify:artist:6O2VM2aM7KwyDIJ4VvAbYx,56,"otacore, pixel, speedrun",234352,2015-07-26,45
Deceptacon,Le Tigre,spotify:artist:2n6FviARgtjjimZXu18uRM,56,"dance-punk, queercore, riot grrrl",184680,2015-10-13,47
Party Crasher - Radio Edit,Nils Van Zandt,spotify:artist:5Stz8LetjJ6OBHOZKuPrPj,34,slap house,160537,2015-06-08,17
All I Really Need,Vindata,spotify:artist:1Vxf1UfzcxqzqItoOA0DDT,35,"future bass, vapor twitch",354708,2014-03-04,0
Chin Up,Michael Woods,spotify:artist:3G1QoWkaZ1CUnTLUb0CqtC,34,"electro house, progressive electro house, progressive house",226666,2015-06-15,26
1952 Vincent Black Lightning,Richard Thompson,spotify:artist:5w75MoT8FfcGOMgjgrj1cz,39,"british folk, folk, folk rock, singer-songwriter",283493,1991-01-01,51
Kelly,When Saints Go Machine,spotify:artist:0E7PsXA3qAN3NCycrWDFaf,30,"danish electropop, danish indie",215417,2011-06-06,0
Young And Dumb,Rangleklods,spotify:artist:1p2jAzBu31C2CoORbhZROz,29,"danish alternative rock, danish electropop, danish indie",376055,2011-10-31,0
Easter Island,The Eclectic Moniker,spotify:artist:2dhGPk8vSfyz28YKA2yC5w,7,danish indie pop,192466,2012-04-30,0
Underwear,FM Belfast,spotify:artist:22V3XeUvqBmVzu82JdKFWi,25,"icelandic electronic, icelandic pop, metropopolis",189519,2008-10-01,37
"You Say Yes, I Say Yes",VETO,spotify:artist:0iirUbtgwt9jEkc2Grin8C,24,"danish alternative rock, danish indie, danish rock",237813,2008-05-02,0
Die A Happy Man (Feat. Jane Tyrrell),Tuka,spotify:artist:2D9eG3B30VlpA1uME35LeB,27,australian hip hop,296800,2012-10-26,33
Beyond The Senses,Astrix,spotify:artist:3dUltShd2gJQc98Kc7Syit,51,"full on, nitzhonot, psychedelic trance",465000,2004-09-01,0
Just a Thought,Fred V & Grafix,spotify:artist:1wzBqAvtFexgKHjt7i3ena,42,"dancefloor dnb, drum and bass, liquid funk",346844,2012-03-27,0
Tear You Down - Original Mix,Brookes Brothers,spotify:artist:2FPeVdIIXD9Wb9Kbn1Hyz6,37,"dancefloor dnb, drum and bass, liquid funk",350348,2011-06-06,0
Sweet Baby,Mickey,spotify:artist:2kiY96tn0Nsr5PKpYGV182,16,belgian electronic,326286,2014-05-05,0
Sweet Talk,Kito & Reija Lee,spotify:artist:71xyNRriYGwY6F3da8OHLp,19,,251904,2011-03-29,0
Red Lights,Holy Fuck,spotify:artist:6Q0gMZJNIebNFFaJeonc11,46,"dance-punk, electronic rock",228706,2010-05-11,0
STONEFIST,HEALTH,spotify:artist:6FfjnGXMhxSsJTuGLWBDth,57,"grave wave, metropopolis, noise pop, noise rock",204533,2015-08-07,41
Let's Talk About Your Hair,Have Mercy,spotify:artist:2UvzehEVGcYTPKNwJSZ2kM,37,"alternative emo, anthem emo, dreamo, emo, pop punk",235453,2013-01-01,0
Redefined (feat. Melanie Fontana & Novaspace) [Club Edit],tyDi,spotify:artist:7tOUuyCplrFWLXCZuhE3C4,36,"australian dance, deep uplifting trance",221206,2014-12-09,36
Like Satellites (Radio Edit) [feat. Danni Rouge],Manufactured Superstars,spotify:artist:0sqAJzf2NCihzzyiH0e0d1,17,,272095,2013-12-23,0
The Hymn of Acxiom,Vienna Teng,spotify:artist:0xbwBKuWBNWfDBFsrRJEJG,33,"ectofolk, melancholia, piano rock",229173,2013-09-24,35
Congo,Bear Mountain,spotify:artist:0TsIx49jtpokEoYyPIBHJL,14,vancouver indie,198052,2013-05-21,0
Ride Captain Ride,Blues Image,spotify:artist:3qP1yR7s0FAKMjEw99p6wE,32,"classic garage rock, psychedelic rock",225560,1970,52
Signs,Five Man Electrical Band,spotify:artist:1GjVNyMzPjdBuip6Xanllu,30,"canadian psychedelic, classic canadian rock",241693,2009-01-01,49
